Date,High,Low,Open,Close,Volume,Adj Close,5-DayEMA,20-DayEMA,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,CCI,OBV,EMA_Reversal,Returns,MarketTrend,EMA_Trend_Down,EMA_Trend_Reversal,EMA_Trend_Up,StoReversal_NoReversal,StoReversal_Reversal,MACDTrend_Down,MACDTrend_Reversal,MACDTrend_Up,OBVTrend_Down,OBVTrend_Up,CCITrend_NoReversal,CCITrend_Reversal
1999-10-04,130.875,128.75,129.1875,130.75,6341600,91.35997009280001,129.2068743308,130.7390477489,125.6584,131.5164,137.3744,-1.4586,-0.1445,-1.3141,61.0097,81.0561,-35.4257,-142161900,-1.5321734181,-0.0174477688,0,1,0,0,1,0,1,0,0,0,1,1,0
1999-10-05,131.9687042236,128.6875,130.7187042236,130.625,11976000,91.2726669312,129.67958288719998,130.7281860585,125.696,131.2742,136.8524,-1.2852,0.0232,-1.3083,72.2881,80.6345,-22.656,-154137900,-1.0486031713,0.0009569378,2,1,0,0,1,0,0,1,0,1,0,1,0
1999-10-06,132.8125,130.6875,130.75,132.625,10308200,92.6701431274,130.66138859149999,130.9088350053,125.7862,131.1648,136.5435,-0.9751,0.2666,-1.2417,83.8381,89.8237,26.7515,-143829700,-0.2474464138,-0.0150801131,0,1,0,0,1,0,0,0,1,0,1,1,0
1999-10-07,133.0,131.5,132.85929870610002,131.875,6535600,92.1460723877,131.0659257276,131.0008507191,125.8852,131.0211,136.157,-0.7808,0.3687,-1.1495,85.0613,84.7257,34.5199,-150365300,0.0650750086,0.0056872038,2,0,1,0,1,0,0,0,1,1,0,1,0
1999-10-08,133.875,131.23429870610002,131.75,133.875,9674300,93.54354858399999,132.0022838184,131.274579222,126.0988,130.9211,135.7433,-0.4602,0.5514,-1.0116,89.219,93.1075,69.6386,-140691000,0.7277045964,-0.0149393091,1,0,0,1,1,0,0,0,1,0,1,1,0
1999-10-11,134.125,133.3125,133.5937042236,133.6562042236,4282000,93.3906555176,132.5535906202,131.5014006508,126.2214,130.8562,135.4911,-0.2212,0.6323,-0.8536,89.6923,91.2438,97.6987,-144973000,1.0521899693999999,0.0016370043,1,0,0,1,1,0,0,0,1,1,0,1,0
1999-10-12,133.3125,131.1875,133.125,131.5937042236,8686100,91.9494857788,132.233628488,131.5101914672,126.3199,130.7328,135.1457,-0.196,0.5261,-0.722,85.6439,72.5803,47.1646,-153659100,0.7234370207999999,0.0156732422,1,0,0,1,1,0,0,0,1,1,0,1,0
1999-10-13,131.3125,128.1875,130.6875,128.1875,10469300,89.5694885254,130.884918992,131.1937446608,126.0355,130.5453,135.0551,-0.4457,0.2211,-0.6668,67.6903,39.2469,-46.2086,-164128400,-0.3088256688,0.026572046600000003,0,1,0,0,1,0,0,0,1,1,0,1,0
1999-10-14,129.1875,126.75,128.48429870610002,128.1562042236,10562200,89.5476226807,129.9753474025,130.9044550954,125.7953,130.3305,134.8656,-0.6388,0.0224,-0.6612,42.3234,15.1432,-80.5704,-174690600,-0.9291076928,0.0002442002,2,1,0,0,1,0,0,1,0,1,0,1,0
1999-10-15,126.75,124.5,126.0,124.875,14238700,87.2548904419,128.2752316017,130.3302212768,125.05,129.8867,134.7234,-1.0445,-0.3067,-0.7378,20.6815,7.6544,-153.9084,-188929300,-2.0549896751,0.026275909700000002,0,1,0,0,1,0,1,0,0,1,0,0,1
1999-10-18,125.9375,123.4375,124.9375,125.7811965942,9758800,87.8881149292,127.4438865992,129.8969808308,124.6544,129.4976,134.3409,-1.2782,-0.4323,-0.8459,12.7877,15.5656,-149.0068,-179170500,-2.4530942316,-0.0072045474,0,1,0,0,0,1,1,0,0,0,1,0,1
1999-10-19,128.25,125.9375,127.1875,127.0,14392900,88.7397232056,127.29592439950001,129.62107789450002,124.3857,129.3101,134.2346,-1.3495,-0.4029,-0.9466,15.8364,24.2893,-74.7576,-164777600,-2.3251534951,-0.0095968772,0,1,0,0,1,0,1,0,0,0,1,1,0
1999-10-20,129.4687042236,127.125,127.75,128.25,9759400,89.61312103270001,127.61394959959999,129.4904990474,124.2849,129.1922,134.0995,-1.2902,-0.2749,-1.0153,29.8144,49.5884,-30.5358,-155018200,-1.8765494478,-0.0097465887,0,1,0,0,1,0,1,0,0,0,1,1,0
1999-10-21,129.0,126.625,127.2186965942,129.0,9105400,90.1372070313,128.0759663998,129.4437848524,124.3771,129.2484,134.1197,-1.1693,-0.1232,-1.0461,48.7659,72.42,-30.9318,-145912800,-1.3678184527000001,-0.0058139535,0,1,0,0,1,0,1,0,0,0,1,1,0
1999-10-22,131.2187042236,129.5625,129.75,130.0937042236,8309600,90.90140533450001,128.7485456744,129.50568193540002,124.5315,129.3656,134.1997,-0.9740000000000001,0.0577,-1.0317,69.2877,85.8547,34.9386,-137603200,-0.757136261,-0.008407049599999999,2,1,0,0,1,0,0,1,0,0,1,1,0
1999-10-25,130.4687042236,128.75,129.3125,129.4375,8114300,90.4429321289,128.97819711620002,129.4991884178,124.5867,129.4078,134.2289,-0.8622,0.1356,-0.9978,79.8742,81.3478,8.6818,-145717500,-0.5209913015,0.0050696608,0,1,0,0,1,0,0,0,1,1,0,1,0
1999-10-26,130.6875,127.8125,130.1875,127.8125,6256300,89.30744171139999,128.5896314108,129.3385514256,124.5312,129.3812,134.2313,-0.8944,0.0827,-0.9771,75.4748,59.2218,-20.4659,-151973800,-0.7489200148,0.012713936399999999,2,1,0,0,1,0,0,1,0,1,0,1,0
1999-10-27,130.3125,128.25,128.375,130.125,5433300,90.92328643799999,129.1014209406,129.4134512898,124.8347,129.5469,134.259,-0.725,0.2017,-0.9267,65.5582,56.1049,3.865,-146540500,-0.3120303493,-0.017771373700000002,0,1,0,0,1,0,0,0,1,0,1,1,0
1999-10-28,134.85929870610002,132.1875,132.4375,134.5625,10509700,94.02395629879999,130.921780627,129.90383688129998,124.6635,129.8375,135.0115,-0.23,0.5574,-0.7874,60.4233,65.9433,137.7783,-136030800,1.0179437458,-0.0329772411,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-10-29,137.6875,135.7187042236,135.8437042236,137.0,10988600,95.7270965576,132.9478537514,130.5796619402,124.27,130.2641,136.2581,0.3549,0.9138,-0.5589,70.1291,88.3391,194.6494,-125042200,2.3681918112,-0.0177919708,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-11-01,137.0,135.5625,136.5,135.5625,4006500,94.7226638794,133.8194025009,131.0542179459,124.081,130.5047,136.9284,0.6944,1.0026,-0.3082,81.1283,89.1024,143.7698,-129048700,2.765184555,0.010603965,1,0,0,1,1,0,0,0,1,1,0,0,1
1999-11-02,137.25,134.5937042236,135.9687042236,134.5937042236,6516900,94.0457305908,134.0775030751,131.39131187709998,124.0362,130.7031,137.37,0.8752,0.9468,-0.0716,85.6735,79.579,110.9811,-135565600,2.686191198,0.0071979279000000005,1,0,0,1,1,0,0,0,1,1,0,0,1
1999-11-03,136.375,135.125,136.0,135.5,7222300,94.6790008545,134.5516687168,131.78261550780002,123.9022,130.8469,137.7915,1.0792,0.9206,0.1586,79.1078,68.6421,103.8758,-128343300,2.7690532089,-0.0066885297,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-11-04,137.35929870610002,135.7655944824,136.75,136.5312042236,7907500,95.3995285034,135.2115138857,132.2348620522,123.7134,131.0797,138.446,1.3090000000000002,0.9203,0.3887,70.52600000000001,63.3569,109.6281,-120435800,2.9766518335,-0.0075528831,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-11-05,139.10929870610002,136.7812042236,138.625,137.875,7431500,96.33847045899999,136.0993425905,132.7720180472,123.42,131.2797,139.1394,1.5813,0.9541,0.6272,65.7239,65.1728,122.2871,-113004300,3.3273245432,-0.009746478900000001,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-11-08,138.375,136.75,137.0,138.0,4649200,96.4258346558,136.7328950603,133.2699210904,123.1608,131.4969,139.8329,1.7866,0.9275,0.8591,66.2572,70.2417,107.8884,-108355100,3.46297397,-0.0009057971000000001,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-11-09,138.6875,136.2812042236,138.5,136.7030944824,4533700,95.51963043209999,136.7229615343,133.5968899848,123.1125,131.7523,140.3922,1.8236,0.7716,1.052,65.9946,62.5692,88.1588,-112888800,3.1260715494999998,0.0094870238,1,0,0,1,1,0,0,0,1,1,0,1,0
1999-11-10,138.3905944824,136.0780944824,136.25,137.7187042236,6405600,96.2292938232,137.0548757641,133.98944372190002,123.3792,132.2289,141.0786,1.9128,0.6887,1.2241,63.5429,57.8178,81.3406,-106483200,3.0654320422000003,-0.0073745229,1,0,0,1,1,0,0,0,1,0,1,1,0
1999-11-11,138.5,137.4687042236,138.1875,138.5,4794100,96.7752380371,137.5365838427,134.41902051030002,123.70200000000001,132.7461,141.7901,2.0233,0.6393,1.3840000000000001,59.8977,59.3062,84.6611,-101689100,3.1175633325,-0.0056411247,1,0,0,1,1,0,0,0,1,0,1,1,0
1999-11-12,139.98429870610002,137.125,139.25,139.75,11802900,97.6486587524,138.2743892285,134.9267328426,124.7147,133.4898,142.2649,2.1865,0.642,1.5445,64.8538,77.4375,90.6427,-89886200,3.3476563858999997,-0.0089445438,1,0,0,1,1,0,0,0,1,0,1,1,0
1999-11-15,140.25,139.4062042236,139.8437042236,140.0780944824,2187500,97.8778839111,138.8756243131,135.4173387131,125.7338,134.2047,142.6755,2.3156,0.6169,1.6987,75.5568,89.9268,101.3423,-87698700,3.4582856001,-0.0023422255,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-11-16,143.0,140.0937042236,140.5625,141.25,7544800,98.69674682620001,139.6670828754,135.9728302642,126.5943,134.9172,143.2401,2.4839,0.6281,1.8557,85.18799999999999,88.1998,122.4925,-80153900,3.6942526112,-0.0082966762,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-11-17,142.9375,141.3125,142.25,141.625,9459000,98.9587631226,140.3197219169,136.51113214379998,127.3646,135.5859,143.8072,2.6173,0.6092,2.008,86.8414,82.3977,127.89200000000001,-70694900,3.8085897731,-0.0026478376,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-11-18,143.0,141.625,142.4375,142.625,4491000,99.6575088501,141.0881479446,137.093405273,128.0837,136.2672,144.4506,2.7718,0.611,2.1608,84.0803,81.6436,131.7196,-66203900,3.9947426717,-0.0070113935,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-11-19,142.9687042236,142.0,142.4062042236,142.5,4832100,99.57012939450001,141.5587652964,137.6083190565,128.7896,136.8875,144.9854,2.8512,0.5524,2.2989,83.1582,85.4333,125.3944,-71036000,3.9504462399,0.0008771930000000001,1,0,0,1,1,0,0,0,1,1,0,0,1
1999-11-22,143.0,141.5,142.4375,142.4687042236,4155400,99.5483322144,141.86207827209998,138.0712128819,129.8574,137.5391,145.2207,2.8785,0.4637,2.4148,84.7393,87.1411,114.2156,-75191400,3.7908653902,0.00021966770000000002,1,0,0,1,1,0,0,0,1,1,0,0,1
1999-11-23,142.8437042236,140.375,142.8437042236,141.2187042236,5918000,98.6748580933,141.647620256,138.37097396209998,131.8064,138.2094,144.6123,2.7674,0.2821,2.4853,79.7412,66.6491,86.1096,-81109400,3.2766462939,0.0088515187,1,0,0,1,1,0,0,0,1,1,0,1,0
1999-11-24,142.4375,140.0,140.75,141.9687042236,4459700,99.19889831540002,141.7546482452,138.7136149394,133.384,138.8015,144.2191,2.7086,0.1786,2.53,71.206,59.8279,76.4957,-76649700,3.0410333057999996,-0.005282854399999999,1,0,0,1,1,0,0,0,1,0,1,1,0
1999-11-26,142.875,141.25,142.4687042236,141.4375,1693900,98.8277511597,141.6489321635,138.9730325642,133.9807,139.1453,144.3099,2.5893,0.0474,2.5418,58.3458,48.5604,78.4068,-78343600,2.6758995993,0.0037557524,2,0,0,1,1,0,0,1,0,1,0,1,0
1999-11-29,141.92179870610002,140.4375,140.875,140.9375,7348600,98.4783782959,141.41178810899999,139.1601247009,134.2197,139.3422,144.4647,2.4264,-0.0923,2.5188,52.2172,48.2634,50.618,-85692200,2.251663408,0.0035476718,2,0,0,1,1,0,0,1,0,1,0,1,0
1999-11-30,142.3125,139.0,140.75,139.2812042236,7682000,97.3210830688,140.70159348049998,139.1716560841,134.7068,139.5281,144.3494,2.1390000000000002,-0.3038,2.4428,41.8772,28.8078,19.261,-93374200,1.5299373965,0.011891739299999999,1,0,0,1,1,0,1,0,0,1,0,1,0
1999-12-01,140.5,139.0,139.3125,140.4062042236,6980200,98.1071472168,140.6031303949,139.2892320973,135.5535,139.8187,144.0839,1.9793,-0.3708,2.3501,34.0011,24.932,5.6129,-86394000,1.3138982975,-0.0080124664,1,0,0,1,1,0,1,0,0,0,1,1,0
1999-12-02,141.375,140.375,140.625,141.25,6698300,98.69674682620001,140.8187535966,139.4759718976,136.293,140.1062,143.9195,1.8988,-0.361,2.2598,29.2033,33.8702,36.449,-79695700,1.342781699,-0.005973775400000001,1,0,0,1,1,0,1,0,0,0,1,1,0
1999-12-03,145.3437042236,143.0312042236,143.0312042236,143.8437042236,10045400,100.50910186770001,141.8270704723,139.8919464048,136.6978,140.4719,144.2459,2.0211,-0.191,2.2121,38.5683,56.9027,145.1094,-69650300,1.9351240674,-0.018031405900000002,1,0,0,1,1,0,1,0,0,0,1,0,1
1999-12-06,143.7187042236,142.25,143.5312042236,142.7812042236,3138900,99.7666625977,142.145115056,140.1671138161,137.013,140.7172,144.4213,2.0091,-0.1624,2.1715,51.8159,64.6749,91.6946,-72789200,1.9780012399,0.007441455699999999,1,0,0,1,1,0,1,0,0,1,0,1,0
1999-12-07,143.3125,141.375,143.2812042236,141.625,10714200,98.9587631226,141.9717433707,140.3059601194,137.3945,140.8984,144.4024,1.8845,-0.2296,2.1141,60.2303,59.1132,53.8176,-83503400,1.6657832513,0.0081638427,1,0,0,1,1,0,1,0,0,1,0,1,0
1999-12-08,142.0625,140.5,141.3437042236,140.7187042236,4611400,98.3255386353,141.554063655,140.3452690817,138.1662,141.0992,144.0322,1.6932,-0.3367,2.0299,53.2519,35.9675,-1.175,-88114800,1.2087945733,0.0064404784,1,0,0,1,1,0,1,0,0,1,0,1,0
1999-12-09,142.2187042236,139.375,141.8125,141.4062042236,6474700,98.80590057370001,141.5047771779,140.44631052379998,138.7936,141.2836,143.7736,1.5788,-0.3609,1.9397,40.8411,27.4426,-19.1691,-81640100,1.0584666541,-0.00486188,1,0,0,1,1,0,1,0,0,0,1,1,0
1999-12-10,142.8125,140.875,142.2812042236,141.875,5127300,99.13349151610001,141.6281847852,140.5823761882,139.3061,141.4523,143.5986,1.5086,-0.3449,1.8535,32.0815,32.8343,28.7514,-76512800,1.0458085971,-0.0033042874,1,0,0,1,1,0,1,0,0,0,1,1,0
1999-12-13,142.7187042236,141.2812042236,141.4375,142.125,4210800,99.3081741333,141.7937898568,140.7292927417,139.5559,141.5711,143.5862,1.4564,-0.3177,1.7741,38.0286,53.8089,35.2981,-72302000,1.0644971152,-0.001759015,1,0,0,1,1,0,1,0,0,0,1,1,0
1999-12-14,142.48429870610002,140.625,141.625,140.75,5739000,98.3473739624,141.44585990459998,140.7312648615,139.6694,141.6047,143.54,1.2891,-0.3879,1.6771,47.4806,55.7986,-39.7624,-78041000,0.714595043,0.0097690941,1,0,0,1,1,0,1,0,0,1,0,1,0
1999-12-15,142.2030944824,140.0312042236,140.375,141.5,6879100,98.8714370728,141.463906603,140.8044777318,139.688,141.6172,143.5464,1.2033,-0.379,1.5823,55.6091,57.2198,-42.1536,-71161900,0.6594288711999999,-0.0053003534,1,0,0,1,1,0,1,0,0,0,1,1,0
1999-12-16,142.6562042236,141.1562042236,142.1875,142.125,5854900,99.3081741333,141.6842710687,140.9302417574,139.7003,141.6422,143.584,1.1721,-0.3281,1.5003,57.3505,59.0332,26.6997,-65307000,0.7540293113,-0.0043975374,1,0,0,1,1,0,1,0,0,0,1,1,0
1999-12-17,143.3125,142.0625,143.0,142.6875,4775400,99.94596862790002,142.0186807125,141.0975996853,139.6969,141.6453,143.5937,1.1793,-0.2568,1.4361,62.979,72.684,90.1609,-60531600,0.9210810272,-0.0039421813,1,0,0,1,1,0,1,0,0,0,1,1,0
1999-12-20,143.1875,141.0937042236,142.5625,141.6562042236,4608700,99.2235412598,141.8978552162,141.1508001175,139.6944,141.6031,143.5118,1.0891,-0.2776,1.3667,66.7676,68.5857,28.3005,-65140300,0.7470550987000001,0.0072802726,1,0,0,1,1,0,1,0,0,1,0,1,0
1999-12-21,144.0625,141.3437042236,141.5937042236,143.8125,7981300,100.7338867188,142.5360701441,141.4042953444,139.5605,141.6703,143.7801,1.1781,-0.1509,1.329,72.0093,74.7581,122.5094,-57159000,1.1317747997,-0.014993799399999999,1,0,0,1,1,0,1,0,0,0,1,0,1
1999-12-22,144.1875,142.9687042236,143.625,144.1875,5377500,100.99655151370001,143.0865467627,141.66936245440002,139.4545,141.8187,144.183,1.2643,-0.0517,1.3159999999999998,74.817,81.1072,159.0526,-51781500,1.4171843083000002,-0.0026007802,2,0,0,1,1,0,0,1,0,0,1,0,1
1999-12-23,146.48429870610002,145.0,145.0155944824,146.48429870610002,5721700,102.60543060299999,144.2191307439,142.1279278117,138.9244,142.0445,145.1646,1.5007,0.1477,1.3530000000000002,84.5994,97.9328,256.8409,-46059800,2.0912029321000003,-0.0156794873,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-12-27,146.7812042236,145.0625,146.5,146.2812042236,2691000,102.46312713620001,144.9064885704,142.52347794620002,138.6789,142.2867,145.8945,1.6526,0.2397,1.4129,92.0365,97.0696,198.4502,-48750800,2.3830106241999998,0.0013883839999999999,1,0,0,1,1,0,0,0,1,1,0,0,1
1999-12-28,146.5,145.48429870610002,145.875,146.1875,4084500,102.39749908450001,145.33349238030002,142.8724324275,138.6224,142.5492,146.476,1.7452,0.2659,1.4794,96.1442,93.43,163.02,-52835300,2.4610599528,0.0006409866000000001,1,0,0,1,1,0,0,0,1,1,0,0,1
1999-12-29,146.8125,145.3125,146.3125,146.8125,3001000,102.83520507809999,145.8264949202,143.2476769582,138.882,142.9258,146.9695,1.8478,0.2948,1.5530000000000002,94.6432,93.43,148.58700000000002,-49834300,2.578817962,-0.0042571307,1,0,0,1,1,0,0,0,1,0,1,0,1
1999-12-30,147.5625,146.1875,147.125,146.6405944824,3641300,102.7148666382,146.0978614409,143.57081196049998,139.0597,143.2375,147.4152,1.8934,0.2723,1.6211,90.4094,84.3682,143.3071,-53475600,2.5270494804,0.0011722915,1,0,0,1,1,0,0,0,1,1,0,0,1
1999-12-31,147.5,146.25,146.8437042236,146.875,3172700,102.8790435791,146.3569076273,143.88549653569999,139.1606,143.5187,147.8769,1.9263,0.2441,1.6822,85.5464,78.8411,124.7583,-50302900,2.4714110916,-0.0015959525,1,0,0,1,1,0,0,0,1,0,1,0,1
2000-01-03,148.25,143.875,148.25,145.4375,8164300,101.8721389771,146.0504384182,144.0333063895,139.1618,143.5984,148.035,1.8154,0.1066,1.7088,73.5406,57.4125,79.5599,-58467200,2.0171320287,0.0098839708,1,0,0,1,1,0,0,0,1,1,0,1,0
2000-01-04,144.0625,139.6405944824,143.5312042236,139.75,8089800,97.888343811,143.9502922788,143.6253724476,138.7119,143.4469,148.1818,1.2541,-0.3638,1.6179,57.5829,36.495,-76.8661,-66557000,0.3249198312,0.0406976744,1,0,0,1,1,0,1,0,0,1,0,1,0
2000-01-05,141.5312042236,137.25,139.9375,140.0,12177900,98.0634231567,142.6335281859,143.28009888120002,138.4558,143.3656,148.2754,0.82,-0.6383,1.4583,38.1897,20.6617,-118.5816,-54379100,-0.6465706953,-0.0017857143,0,1,0,0,1,0,1,0,0,0,1,0,1
2000-01-06,141.5,137.75,139.625,137.75,6227200,96.48742675780001,141.0056854572,142.7534227972,137.8391,143.2172,148.5952,0.2911,-0.9338,1.2248,22.4763,10.2721,-128.94899999999998,-60606300,-1.74773734,0.0163339383,0,1,0,0,1,0,1,0,0,1,0,0,1
2000-01-07,145.75,140.0625,140.3125,145.75,8066500,102.0910491943,142.58712363819998,143.0388111023,138.0157,143.4344,148.85299999999998,0.5115,-0.5706,1.0822,22.1799,35.6061,15.1362,-52539800,-0.4516874641,-0.0548885077,0,1,0,0,1,0,1,0,0,0,1,1,0
2000-01-10,146.9062042236,145.0312042236,146.25,146.25,5741700,102.4412384033,143.80808242540002,143.3446386163,138.1513,143.6531,149.1549,0.7183,-0.2911,1.0094,34.7397,58.3408,75.8429,-46798100,0.46344380909999994,-0.0034188034000000003,1,0,0,1,1,0,1,0,0,0,1,1,0
2000-01-11,146.0937042236,143.5,145.8125,144.5,7503700,101.2154846191,144.03872161700002,143.4546730338,138.3047,143.7719,149.239,0.7325,-0.2215,0.9540000000000001,58.5999,81.8528,30.5242,-54301800,0.5840485831000001,0.0121107266,1,0,0,1,1,0,1,0,0,1,0,1,0
2000-01-12,144.5937042236,142.875,144.5937042236,143.0625,6907700,100.20858764649999,143.7133144113,143.41732322110002,138.5855,143.8875,149.1894,0.6207,-0.2667,0.8874,71.8764,75.4355,-10.4145,-61209500,0.2959911902,0.0100480559,1,0,0,1,1,0,1,0,0,1,0,1,0
2000-01-13,145.75,143.2812042236,144.4687042236,145.0,5158300,101.5657043457,144.1422096075,143.5680543429,138.8571,144.0625,149.2678,0.6805,-0.1655,0.846,75.2348,68.4162,23.3392,-56051200,0.5741552646,-0.013362068999999999,1,0,0,1,1,0,1,0,0,0,1,1,0
2000-01-14,147.4687042236,145.9687042236,146.5312042236,146.9687042236,7437300,102.94468688959999,145.0843744796,143.8919257601,139.0321,144.3047,149.5772,0.8767,0.0245,0.8521,72.3153,73.0943,87.4698,-48613900,1.1924487195,-0.013395397600000001,2,0,0,1,1,0,0,1,0,0,1,1,0
2000-01-18,146.625,145.1875,145.3437042236,145.8125,6488500,102.1348342896,145.3270829864,144.0748375925,139.2042,144.4609,149.7177,0.9281,0.0608,0.8673,72.1933,75.0695,51.1072,-55102400,1.2522453939,0.0079293903,2,0,0,1,1,0,0,1,0,1,0,1,0
2000-01-19,147.0,145.0,145.3125,147.0,6157900,102.9665908813,145.8847219909,144.3534244884,139.5258,144.7281,149.9304,1.0526,0.1482,0.9044,76.3722,80.9529,62.3419,-48944500,1.5312975025,-0.0080782313,1,0,0,1,1,0,0,0,1,0,1,1,0
2000-01-20,146.9687042236,143.8125,146.9687042236,144.75,5800100,101.3906021118,145.5064813273,144.3911935848,139.5897,144.775,149.9603,0.9586,0.0434,0.9152,72.9873,62.9396,17.32,-54744600,1.1152877425,0.0155440415,2,0,0,1,1,0,0,1,0,1,0,1,0
2000-01-21,145.5,144.0625,145.5,144.4375,6244800,101.171661377,145.1501542182,144.3956037196,139.6067,144.7875,149.9683,0.8492,-0.0528,0.902,63.7382,47.3223,-3.9154,-60989400,0.7545504986,0.0021635656,2,0,0,1,1,0,0,1,0,1,0,1,0
2000-01-24,145.8437042236,139.4062042236,145.6562042236,140.3437042236,7896900,98.3041534424,143.54800422,144.00970852950002,139.0181,144.4805,149.9428,0.4272,-0.3799,0.807,43.9223,21.5052,-97.736,-68886300,-0.4617043095,0.0291697857,0,1,0,0,1,0,1,0,0,1,0,1,0
2000-01-25,141.9375,139.0,140.5155944824,141.9375,9942500,99.42057800290002,143.01116948,143.8123553362,138.7593,144.2633,149.7672,0.2188,-0.4706,0.6894,30.2934,22.0529,-110.4306,-58943800,-0.8011858562,-0.011228856200000002,0,1,0,0,1,0,1,0,0,0,1,0,1
2000-01-26,141.54679870610002,140.0937042236,141.0,140.8125,5158100,98.6325378418,142.2782796533,143.526654828,138.3691,143.9945,149.62,-0.0367,-0.5809,0.5442,22.4982,23.9365,-99.5684,-64101900,-1.2483751746,0.0079893475,0,1,0,0,1,0,1,0,0,1,0,1,0
2000-01-27,142.2187042236,138.125,141.8437042236,140.25,10922700,98.23857879639999,141.6021864356,143.2145924634,137.9716,143.6664,149.3612,-0.2813,-0.6604,0.3791,24.9959,28.9982,-103.4626,-75024600,-1.6124060278,0.0040106952,0,1,0,0,1,0,1,0,0,1,0,0,1
2000-01-28,140.0625,135.5312042236,139.4375,135.875,11916200,95.17406463620001,139.69312429040002,142.5155836574,136.6749,143.1281,149.5813,-0.8188,-0.9583,0.1395,23.6015,17.8698,-160.6715,-86940800,-2.822459367,0.0321987121,0,1,0,0,1,0,1,0,0,1,0,0,1
2000-01-31,139.67179870610002,135.0,135.8125,139.5625,10768700,97.756980896,139.6495828602,142.2343375948,136.3715,142.7625,149.1534,-0.9363,-0.8607,-0.0757,26.0747,31.3561,-119.0676,-76172100,-2.5847547344999997,-0.026421853999999998,0,1,0,0,1,0,1,0,0,0,1,0,1
2000-02-01,141.6875,138.5312042236,139.75,140.9375,8419900,98.72010803219999,140.0788885735,142.1108292524,136.2227,142.5375,148.8523,-0.9081,-0.6659999999999999,-0.2421,32.9408,49.5964,-54.8439,-67752200,-2.0319406789,-0.0097560976,0,1,0,0,1,0,1,0,0,0,1,1,0
2000-02-02,142.25,140.375,141.2812042236,141.0625,6205900,98.8076705933,140.406759049,142.0109883712,136.3789,142.6031,148.8273,-0.8657,-0.4988,-0.3669,52.4371,76.3587,-33.5451,-61546300,-1.6042293222,-0.000886132,0,1,0,0,1,0,1,0,0,0,1,1,0
2000-02-03,143.25,140.0,140.875,143.1875,7997500,100.2961196899,141.3336726993,142.1230370978,136.6509,142.7625,148.8741,-0.6531,-0.22899999999999998,-0.4241,71.4422,88.3716,-14.1469,-53548800,-0.7893643984000001,-0.0148406809,0,1,0,0,1,0,1,0,0,0,1,1,0
2000-02-04,144.0,142.125,143.1875,142.5937042236,4925400,99.8801727295,141.7536832074,142.1678625383,137.3392,143.0047,148.6702,-0.5264,-0.0818,-0.4446,84.6032,89.0792,1.057,-58474200,-0.41417933090000003,0.0041642496,2,1,0,0,1,0,0,1,0,1,0,1,0
2000-02-07,142.7812042236,141.4375,142.5625,142.375,5845800,99.7269744873,141.9607888049,142.1875899156,137.3082,142.8359,148.3637,-0.4386,0.0048,-0.4434,87.3617,84.6343,-17.1949,-64320000,-0.2268011107,0.0015361139,2,1,0,0,1,0,0,1,0,1,0,1,0
2000-02-08,144.5625,143.625,143.9687042236,144.3125,4936400,101.08415985110001,142.74469253659998,142.3899623046,137.389,142.7391,148.0892,-0.2103,0.1865,-0.3967,85.5913,83.0603,44.9048,-59383600,0.35473023200000003,-0.0134257254,1,0,0,1,1,0,0,0,1,0,1,1,0
2000-02-09,144.4687042236,141.2655944824,144.4687042236,141.2812042236,8511500,98.9608764648,142.256863099,142.2843662969,137.256,142.5781,147.9002,-0.2708,0.1008,-0.3716,77.3302,64.2959,-7.5017,-67895100,-0.0275031979,0.0214557612,2,0,1,0,1,0,0,0,1,1,0,1,0
2000-02-10,142.5625,140.875,141.625,141.5625,6690600,99.1578979492,142.0254087326,142.2156171258,137.1682,142.5031,147.8381,-0.2927,0.0631,-0.3558,64.8127,47.0819,-26.1986,-61204500,-0.19020839309999998,-0.0019870783,2,1,0,0,1,0,0,1,0,0,1,1,0
2000-02-11,141.9375,138.0312042236,141.8437042236,138.6875,9849800,97.14409637450001,140.9127724884,141.8796059709,136.7351,142.1875,147.6398,-0.5358,-0.14400000000000002,-0.3918,43.4341,18.9246,-87.1222,-71054300,-0.9668334825,0.0207300586,0,1,0,0,1,0,1,0,0,1,0,1,0
2000-02-14,139.7812042236,138.3125,139.7812042236,139.5,8528800,97.71320343020001,140.4418483256,141.6529768308,136.7108,141.8141,146.9173,-0.6554,-0.2109,-0.4445,27.689,17.0604,-91.8553,-62525500,-1.2111285052,-0.005824372800000001,0,1,0,0,1,0,1,0,0,0,1,1,0
