Date,High,Low,Open,Close,Volume,Adj Close,5-DayEMA,20-DayEMA,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,CCI,OBV,EMA_Reversal,EMA_Trend,StoReversal,MACDTrend,OBVTrend,CCITrend,Returns,MarketTrend
2001-12-21,115.0699996948,114.1999969482,115.0299987793,114.9499969482,14037700,82.4044189453,114.7976125026,114.4432173666,112.1771,114.825,117.4729,0.5108,-0.1624,0.6731,83.3813,78.8889,-1.3331,-367176000,0.354395136,Up,NoReversal,Down,Up,NoReversal,-0.0026097906,Up
2001-12-24,115.0400009155,114.6100006104,114.8300018311,114.7300033569,5728800,82.246711731,114.7750761207,114.4705303181,112.1633,114.765,117.3667,0.4737,-0.1595,0.6333,74.7951,58.691,2.4406,-372904800,0.3045458026,Up,NoReversal,Down,Down,NoReversal,0.0019174896,Up
2001-12-26,116.2099990845,114.6500015259,114.6500015259,115.3600006104,10304800,82.6983413696,114.9700509506,114.5552417745,112.1633,114.765,117.3667,0.4951,-0.1105,0.6056,64.802,56.8262,54.0541,-362596900,0.4148091761,Up,NoReversal,Down,Up,NoReversal,-0.0054611412,Up
2001-12-27,116.0800018311,115.25,115.3000030518,116.0599975586,9407300,83.2001190186,115.3333664866,114.6985518492,112.3325,114.905,117.4775,0.5621,-0.0348,0.5969,60.2255,65.1595,76.0356,-353189600,0.6348146374,Up,NoReversal,Reversal,Up,NoReversal,-0.0060313369,Reversal
2001-12-28,116.75,115.9199981689,116.2900009155,116,10593800,83.1571273804,115.5555776577,114.8224992921,112.3436,114.96,117.5764,0.6002,0.0026,0.5976,65.9805,75.9557,93.4,-363783400,0.7330783656,Up,NoReversal,Reversal,Down,NoReversal,0.0005172203,Reversal
2001-12-31,116.3899993896,114.2300033569,116.1500015259,114.3000030518,14619500,81.9384613037,115.1370527891,114.7727377454,112.3653,114.97,117.5747,0.4876,-0.088,0.5756,65.7136,56.0256,0.6139,-378403600,0.3643150437,Up,NoReversal,Reversal,Down,NoReversal,0.0148731138,Reversal
2002-01-02,115.75,113.8099975586,115.1100006104,115.5299987793,18651900,82.8202133179,115.2680347858,114.8448578439,112.5643,115.075,117.5857,0.4895,-0.0688,0.5584,58.4097,43.2479,-0.133,-359751400,0.4231769419,Up,NoReversal,Reversal,Up,NoReversal,-0.0106465484,Reversal
2002-01-03,116.9499969482,115.5400009155,115.6500015259,116.8399963379,15743000,83.7593231201,115.7920219699,115.0348710338,112.5297,115.15,117.7703,0.5892,0.0246,0.5645,50.2315,51.4209,96.8935,-344008300,0.7571509361,Up,NoReversal,Reversal,Up,NoReversal,-0.0112118932,Reversal
2002-01-04,117.9800033569,116.5500030518,117.1699981689,117.6200027466,20140700,84.3184509277,116.4013488954,115.2810740541,112.5041,115.16,117.8159,0.7243,0.1278,0.5965,58.3221,80.2976,162.5841,-323867600,1.1202748414,Up,NoReversal,Up,Up,Reversal,-0.0066315796,Up
2002-01-07,117.9899978638,116.5599975586,117.6999969482,116.7900009155,13106500,83.7234573364,116.5308995688,115.4247813742,112.5518,115.135,117.7182,0.7582,0.1293,0.6288,72.3123,85.2183,146.4277,-336974100,1.1061181946,Up,NoReversal,Up,Down,Reversal,0.0071067885,Up
2002-01-08,117.0599975586,115.9700012207,116.7900009155,116.5199966431,12683700,83.5298843384,116.5272652602,115.5290875903,112.5578,115.13,117.7022,0.7521,0.0986,0.6535,80.3042,75.3968,101.8451,-349661300,0.9981776699,Up,NoReversal,Reversal,Down,Reversal,0.0023172355,Reversal
2002-01-09,117.7799987793,115.3399963379,116.6800003052,115.5699996948,16610300,82.8488616943,116.2081767384,115.5329839812,112.6327,115.19,117.7473,0.667,0.0108,0.6562,69.8523,48.9418,71.2817,-366278200,0.6751927572,Up,NoReversal,Reversal,Down,NoReversal,0.0082200999,Reversal
2002-01-10,116.3499984741,115.3000030518,115.6900024414,116.0800018311,12823400,83.2144775391,116.1654517693,115.5850809193,112.7408,115.285,117.8292,0.6326,-0.0189,0.6515,53.1158,35.0088,45.6807,-353454800,0.58037085,Up,NoReversal,Reversal,Up,NoReversal,-0.00439354,Reversal
2002-01-11,116.2799987793,114.6999969482,116.2099990845,114.9400024414,13708400,82.3972396851,115.75696866,115.5236448738,112.804,115.315,117.826,0.5027,-0.119,0.6217,33.1837,15.6004,-1.5579,-367163300,0.2333237862,Up,NoReversal,Down,Down,NoReversal,0.0099182127,Up
2002-01-14,114.8399963379,113.9599990845,114.6500015259,114.2200012207,12301100,81.8811187744,115.2446461802,115.3994883354,113.3123,115.42,117.5277,0.3394,-0.2259,0.5652,21.4201,13.6511,-84.3965,-379467600,-0.1548421551,Down,NoReversal,Down,Down,NoReversal,0.0063036352,Down
2002-01-15,115.3899993896,113.9000015259,114.5500030518,115.1500015259,20219900,82.5477752686,115.2130979621,115.3757276869,113.6998,115.525,117.3502,0.2873,-0.2224,0.5097,14.7124,14.8857,-58.4491,-359246200,-0.1626297247,Down,Reversal,Down,Up,NoReversal,-0.0080764246,Down
2002-01-16,114.4000015259,112.6900024414,114.3000030518,112.8199996948,17067000,80.877456665,114.4153985397,115.1323250209,113.3301,115.45,117.5699,0.0518,-0.3663,0.4181,14.1011,13.7664,-183.6706,-376323400,-0.7169264813,Down,Reversal,Down,Down,Reversal,0.0206523829,Down
2002-01-17,114.2399978638,113.4000015259,113.7600021362,113.6699981689,17283400,81.4868011475,114.1669317494,114.9930557969,113.138,115.385,117.632,-0.0615,-0.3837,0.3222,16.6411,21.2713,-132.5341,-358615500,-0.8261240475,Down,NoReversal,Down,Up,Reversal,-0.0074777733,Down
2002-01-18,113.8499984741,112.6699981689,113,113.1500015259,17028000,81.1140670776,113.8279550082,114.8175268187,112.8146,115.2525,117.6904,-0.1935,-0.4125,0.219,17.0196,16.021,-151.4983,-375643500,-0.9895718105,Down,Reversal,Down,Down,Reversal,0.0045956397,Down
2002-01-22,113.9300003052,112.0199966431,113.75,112.3700027466,11689300,80.5548706055,113.341970921,114.5844292881,112.4068,115.1375,117.8682,-0.3545,-0.4588,0.1043,18.778,19.0417,-157.3797,-387334500,-1.242458367,Down,Reversal,Down,Down,Reversal,0.0069413434,Down
2002-01-23,113.5500030518,112.0199966431,112.6299972534,113.2300033569,12438900,81.1714096069,113.3046483997,114.4554363422,112.1889,115.0475,117.9061,-0.4128,-0.4137,0.0009,20.5039,26.4491,-129.3016,-374895400,-1.1507879426,Down,NoReversal,Down,Up,Reversal,-0.0075951655,Down
2002-01-24,114.25,113.3199996948,113.6399993896,113.5800018311,12142800,81.4223022461,113.3964328768,114.3720616269,112.0677,114.9925,117.9173,-0.4218,-0.3382,-0.0836,29.7558,43.7766,-75.4701,-362732300,-0.9756287501,Down,NoReversal,Down,Up,NoReversal,-0.003081515,Down
2002-01-25,114.1800003052,113.0400009155,113.1200027466,113.5500030518,12810700,81.4007797241,113.4476229351,114.293770334,111.9232,114.9025,117.8818,-0.4241,-0.2724,-0.1517,44.4231,63.0435,-74.5587,-362732300,-0.8461473989,Down,NoReversal,Down,,NoReversal,0.00026419,Down
2002-01-28,114.1900024414,112.9199981689,113.9000015259,113.8600006104,10589200,81.623008728,113.5850821602,114.2524589318,111.8358,114.7925,117.7492,-0.3971,-0.1963,-0.2008,60.2444,73.913,-63.9514,-352143100,-0.6673767716,Down,NoReversal,Down,Up,NoReversal,-0.0027226204,Down
2002-01-29,114.1299972534,110.0500030518,113.8499984741,110.2799987793,27720800,79.0566177368,112.4833876999,113.8741293934,111.0201,114.5075,117.9949,-0.6587,-0.3663,-0.2924,63.0895,52.3119,-154.7593,-379879200,-1.3907416935,Down,NoReversal,Down,Down,Reversal,0.0324628389,Down
2002-01-30,113.3899993896,108.4000015259,110.3899993896,111.8700027466,34711800,80.196434021,112.2789260488,113.683260189,110.7193,114.3875,118.0557,-0.7284,-0.3488,-0.3796,58.3742,48.8975,-144.327,-345167200,-1.4043341402,Down,NoReversal,Down,Up,Reversal,-0.0142129608,Down
2002-01-31,113.3000030518,111.6200027466,112.1500015259,113.1800003052,19909200,81.1355285645,112.5792841343,113.6353306762,110.6068,114.2725,117.9382,-0.6711,-0.2332,-0.4379,50.0523,48.9475,-71.4769,-325320200,-1.056046542,Down,NoReversal,Down,Up,NoReversal,-0.0115744615,Down
2002-02-01,113.3000030518,112.1699981689,113.0899963379,112.6500015259,15838500,80.7555923462,112.6028565982,113.5414898048,110.5339,114.0675,117.6011,-0.6584,-0.1764,-0.482,56.6393,72.0729,-64.5494,-341158700,-0.9386332066,Down,NoReversal,Down,Down,NoReversal,0.0047048271,Down
2002-02-04,112.2300033569,109.4400024414,112.2300033569,109.8499984741,24243400,78.7483520508,111.6852372235,113.1899192019,110.0948,113.6825,117.2702,-0.8643,-0.3058,-0.5584,60.6971,61.0708,-160.301,-365406200,-1.5046819784,Down,NoReversal,Down,Down,Reversal,0.0254893317,Down
2002-02-05,110.4899978638,108.5299987793,109.4000015259,109.1699981689,33614000,78.2608795166,110.8468242053,112.8070695797,109.5119,113.3025,117.0931,-1.0716,-0.4105,-0.6611,57.3205,38.8179,-193.4724,-399020200,-1.9602453744,Down,NoReversal,Down,Down,Reversal,0.0062288203,Down
2002-02-06,109.7399978638,108.0599975586,109.6500015259,108.6999969482,29486000,77.9239273071,110.1312151196,112.4159198052,108.9185,112.9125,116.9065,-1.2617,-0.4805,-0.7812,39.28,17.9514,-190.9892,-428690600,-2.2847046857,Down,NoReversal,Down,Down,Reversal,0.0043238384,Down
2002-02-07,109.8600006104,108,108.7200012207,108.0199966431,23445400,77.4364700317,109.4274756274,111.9972604565,108.2016,112.5325,116.8634,-1.4521,-0.5367,-0.9154,21.9829,9.1795,-169.5647,-452140800,-2.569784829,Down,NoReversal,Down,Down,Reversal,0.0062951336,Down
2002-02-08,110.75,108.3000030518,108.6299972534,110.0899963379,19277800,78.9204101563,109.6483158642,111.8156162547,108.1052,112.2325,116.3598,-1.4172,-0.4015,-1.0157,15.8812,20.5128,-105.0387,-432862700,-2.1673003905,Down,NoReversal,Down,Up,Reversal,-0.0188027956,Down
2002-02-11,111.6399993896,109.8199996948,110.0500030518,111.4400024414,18792400,79.8882064819,110.2455447233,111.7798435106,108.1044,112.0575,116.0106,-1.27,-0.2034,-1.0666,25.9468,48.1481,-48.8172,-414070300,-1.5342987873,Down,NoReversal,Down,Up,NoReversal,-0.0121141966,Down
2002-02-12,111.7099990845,110.0299987793,110.9599990845,111.0899963379,13942500,79.637298584,110.5270285948,111.7141437798,108.0559,111.9025,115.7491,-1.1642,-0.078,-1.0861,48.2457,76.0761,-42.7234,-428012800,-1.187115185,Down,NoReversal,Reversal,Down,NoReversal,0.0031506537,Reversal
2002-02-13,112.5400009155,111.3499984741,111.4800033569,112.2699966431,16781100,80.4831771851,111.1080179443,111.7670821478,108.2122,111.7575,115.3028,-0.9722,0.0911,-1.0633,71.8285,91.2613,11.7544,-411220900,-0.6590642035,Down,NoReversal,Reversal,Up,NoReversal,-0.0105103798,Reversal
2002-02-14,112.9700012207,111.5899963379,112.5100021362,112.0599975586,20453800,80.3326339722,111.4253444824,111.7949788536,108.2053,111.7225,115.2397,-0.8267,0.1893,-1.016,84.6892,86.7301,22.5523,-431679100,-0.3696343712,Down,NoReversal,Up,Down,NoReversal,0.0018739879,Down
2002-02-15,112.2399978638,110.7099990845,112.1500015259,110.8899993896,18366800,79.4939117432,111.2468961181,111.7087903332,108.17,111.5825,114.995,-0.799,0.1736,-0.9726,82.7506,70.2605,-18.2091,-450073700,-0.4618942151,Down,NoReversal,Up,Down,NoReversal,0.01055098,Down
2002-02-19,110.2900009155,108.6100006104,110.1500015259,108.7600021362,15988100,77.9669723511,110.4179314575,111.427953362,107.8198,111.363,114.9062,-0.9389,0.0269,-0.9659,65.5128,39.5476,-108.1967,-466061800,-1.0100219046,Down,NoReversal,Reversal,Down,Reversal,0.0195843804,Reversal
2002-02-20,110.5899963379,107.8199996948,109.0500030518,110.5899963379,29242800,79.2788238525,110.4752864176,111.3481479312,107.7483,111.273,114.7977,-0.8911,0.0598,-0.9509,46.7847,30.546,-78.4123,-436814700,-0.8728615136,Down,NoReversal,Reversal,Up,NoReversal,-0.0165475564,Reversal
2002-02-21,110.6299972534,108.2600021362,109.9300003052,108.3000030518,26288600,77.6372375488,109.7501919623,111.0578484189,107.3937,111.028,114.6623,-1.0269,-0.0608,-0.9661,30.7955,22.2928,-96.6443,-463107500,-1.3076564565,Down,NoReversal,Reversal,Down,NoReversal,0.0211449051,Reversal
2002-02-22,109.9400024414,107.8700027466,108.3499984741,109.6399993896,26572900,78.5978317261,109.7134611048,110.922815178,107.3447,110.828,114.3113,-1.0179,-0.0414,-0.9765,29.2097,34.7902,-84.9851,-436534600,-1.2093540732,Down,NoReversal,Reversal,Up,NoReversal,-0.0122217835,Reversal
2002-02-25,111.8099975586,109.6999969482,109.7399978638,111.4499969482,17458700,79.8953170776,110.2923063859,110.9730229656,107.4607,110.723,113.9853,-0.8477,0.103,-0.9507,34.9193,47.6748,15.0105,-419075000,-0.6807165797,Down,NoReversal,Up,Up,NoReversal,-0.0162404451,Down
2002-02-26,112.0400009155,110.5699996948,111.5999984741,111.2200012207,22346500,79.730506897,110.6015379975,110.9965447042,107.656,110.588,113.52,-0.7286,0.1777,-0.9063,51.3063,71.4538,39.3925,-441437900,-0.3950067067,Down,NoReversal,Up,Down,NoReversal,0.0020679349,Down
2002-02-27,112.8600006104,110.6500015259,111.9599990845,111.6500015259,28597900,80.0387039185,110.9510258403,111.0587786872,107.6902,110.658,113.6258,-0.5871,0.2553,-0.8425,67.4265,83.1508,67.5432,-412840000,-0.1077528469,Down,NoReversal,Up,Up,NoReversal,-0.0038513238,Down
2002-02-28,112.75,111.0299987793,111.8300018311,111.1500015259,23755400,79.6802825928,111.0173510688,111.0674665766,107.6984,110.623,113.5476,-0.5095,0.2664,-0.7759,76.3074,74.3175,59.3819,-436595500,-0.0501155078,Reversal,NoReversal,Up,Down,NoReversal,0.0044984255,Reversal
2002-03-01,113.8499984741,111.5100021362,111.7200012207,113.7399978638,26273600,81.5369796753,111.9249000005,111.3219933659,107.6287,110.648,113.6673,-0.2434,0.426,-0.6694,78.8492,79.0794,135.5285,-410408900,0.6029066346,Up,NoReversal,Up,Up,Reversal,-0.0227712009,Up
2002-03-04,115.9899978638,113.6500015259,113.9000015259,115.75,27184600,82.977897644,113.1999333337,111.7437082834,107.1306,110.803,114.4754,0.1354,0.6438,-0.5084,79.7472,85.8448,228.7282,-383221100,1.4562250503,Up,NoReversal,Up,Up,Reversal,-0.0173650293,Up
2002-03-05,116.4000015259,114.9700012207,115.3300018311,115.3799972534,22718900,82.7126922607,113.9266213069,112.0900215186,106.925,111.078,115.231,0.3987,0.7257,-0.327,85.4181,91.3302,205.9825,-405954600,1.8365997883,Up,NoReversal,Up,Down,Reversal,0.0032068188,Up
2002-03-06,117.1500015259,115.0699996948,115.0999984741,116.75,20143200,83.6947784424,114.8677475379,112.5338289931,106.7133,111.458,116.2027,0.7121,0.8313,-0.1192,89.314,90.7669,197.1434,-385784900,2.3339185449,Up,NoReversal,Up,Up,Reversal,-0.0117344989,Up
2002-03-07,117.5,115.5699996948,117.3600006104,116.5,19330800,83.5155639648,115.411831692,112.9115595651,106.8015,111.848,116.8945,0.9256,0.8358,0.0898,89.5144,86.446,170.4554,-405116800,2.5002721268,Up,NoReversal,Up,Down,Reversal,0.0021459227,Up
2002-03-08,117.9000015259,116.4800033569,117.3799972534,116.9899978638,19930100,83.8668441772,115.9378870826,113.2999822603,107.1014,112.298,117.4946,1.1223,0.826,0.2963,87.4546,85.151,158.9097,-385186000,2.6379048223,Up,NoReversal,Up,Up,Reversal,-0.004188374,Up
2002-03-11,117.9000015259,116.4300003052,116.8899993896,117.2399978638,15621800,84.0460891724,116.3719240096,113.6752218415,107.1448,112.653,118.1612,1.2795,0.7865,0.4929,83.6175,79.2556,133.0752,-369563900,2.6967021681,Up,NoReversal,Up,Up,Reversal,-0.0021323781,Up
2002-03-12,117.25,115.9400024414,116.0999984741,117.1699981689,17153600,83.9958724976,116.6379487294,114.0080576822,107.1271,112.943,118.7589,1.3881,0.7161,0.6719,80.2948,76.4778,105.3639,-369563900,2.6298910472,Up,NoReversal,Up,,Reversal,0.00059742,Up
2002-03-13,116.75,115.6399993896,116.6299972534,116.0400009155,17175300,83.1858139038,116.4386327914,114.2015760854,107.291,113.188,119.085,1.3616,0.5517,0.8099,70.606,56.0845,77.4539,-386740500,2.237056706,Up,NoReversal,Up,Down,NoReversal,0.0097379976,Up
2002-03-14,116.4300003052,115.6299972534,116.0400009155,115.8799972534,11168100,83.0711135864,116.2524209454,114.3614257205,107.3715,113.368,119.3645,1.3174,0.406,0.9114,55.9024,35.1449,65.4129,-397910100,1.890995225,Up,NoReversal,Up,Down,NoReversal,0.0013807703,Up
2002-03-15,116.9499969482,115.9000015259,115.9700012207,116.6500015259,21220100,83.8626480103,116.3849478056,114.579385321,107.4624,113.598,119.7336,1.3315,0.3361,0.9954,39.1054,26.087,71.2442,-376688000,1.8055624846,Up,NoReversal,Up,Up,NoReversal,-0.0066009795,Up
2002-03-18,117.5599975586,116.0999984741,117.0999984741,116.6699981689,17548900,83.8770294189,116.4799645934,114.7784913065,107.7417,113.888,120.0343,1.3274,0.2656,1.0618,33.285,38.6232,70.4263,-376688000,1.7014732869,Up,NoReversal,Up,,NoReversal,-0.0001713949,Up
2002-03-19,117.7399978638,116.8199996948,117.3000030518,117.4499969482,17912000,84.4377670288,116.8033087116,115.0329204152,108.463,114.325,120.187,1.3729,0.2489,1.124,43.0481,64.4341,77.0494,-358774400,1.7703882964,Up,NoReversal,Up,Up,NoReversal,-0.0066411137,Up
2002-03-20,116.5800018311,115.1900024414,116.5,115.2399978638,17114500,82.8489532471,116.2822050957,115.052642077,108.9399,114.555,120.1701,1.2094,0.0683,1.1411,50.5164,48.4921,31.4193,-375902600,1.2295630187,Up,NoReversal,Reversal,Down,NoReversal,0.0191773614,Reversal
2002-03-21,115.9000015259,114.1200027466,115.3000030518,115.2900009155,25846800,82.8848953247,115.951470369,115.0752476807,110.0753,114.905,119.7347,1.0755,-0.0525,1.128,51.3987,41.2698,8.2645,-349013800,0.8762226883,Up,NoReversal,Reversal,Up,NoReversal,-0.0004337154,Reversal
2002-03-22,115.9400024414,114.6999969482,115.5,115.0400009155,15235400,82.7052001953,115.6476472178,115.0718908459,111.0028,115.175,119.3472,0.9345,-0.1548,1.0893,36.4021,19.4444,3.5587,-364249200,0.5757563719,Up,NoReversal,Down,Down,NoReversal,0.0021731571,Up
2002-03-25,115.3600006104,113.3000030518,115.0899963379,113.6100006104,17499600,81.6771316528,114.968431682,114.9326632044,111.3866,115.28,119.1734,0.7016,-0.3102,1.0118,27.4772,21.7172,-52.289,-381756400,0.0357684776,Reversal,NoReversal,Down,Down,NoReversal,0.0125869228,Reversal
2002-03-26,115.0199966431,113.4700012207,113.5199966431,114.2699966431,19947600,82.1515960693,114.7356200024,114.8695521033,111.9817,115.435,118.8883,0.567,-0.3558,0.9228,20.6229,20.7071,-58.6483,-361805800,-0.133932101,Down,NoReversal,Down,Up,NoReversal,-0.0057757596,Down
2002-03-27,115.0100021362,113.7600021362,114.0299987793,114.5699996948,19020300,82.3672714233,114.6804132332,114.8410233025,112.5484,115.58,118.6116,0.479,-0.355,0.834,23.8215,29.0404,-63.1681,-342784400,-0.1606100693,Down,NoReversal,Down,Up,NoReversal,-0.0026185132,Down
2002-03-28,115.7699966431,114.5,114.9700012207,114.5199966431,17532900,82.3312988281,114.6269410365,114.810449335,113.4045,115.745,118.0855,0.3966,-0.3499,0.7466,30.6333,42.1523,-53.9792,-360320300,-0.1835082985,Down,NoReversal,Down,Down,NoReversal,0.0004366316,Down
2002-04-01,115.0999984741,113.5,114.2300033569,114.5699996948,17711000,82.3672714233,114.6079605893,114.7875493692,113.5774,115.79,118.0026,0.3355,-0.3288,0.6644,40.1924,49.3846,-102.9174,-342606300,-0.17958878,Down,NoReversal,Down,Up,Reversal,-0.0004364411,Down
2002-04-02,114.9499969482,113.7699966431,113.9800033569,113.9400024414,15669500,81.9143447876,114.3853078733,114.7068306142,113.3341,115.695,118.0559,0.228,-0.3491,0.5771,43.3507,38.5151,-106.3127,-358203000,-0.3215227409,Down,NoReversal,Down,Down,Reversal,0.0055292017,Down
2002-04-03,114.2099990845,112.1600036621,114.0100021362,113.1399993896,25658500,81.3392105103,113.9702050454,114.5576085928,112.9627,115.58,118.1973,0.0774,-0.3998,0.4771,39.7878,31.4638,-152.6305,-383865700,-0.5874035474,Down,NoReversal,Down,Down,Reversal,0.0070709126,Down
2002-04-04,113.4000015259,112.2300033569,112.5999984741,112.6699981689,23549000,81.0013122559,113.5368027532,114.3778361715,112.5389,115.375,118.2111,-0.0734,-0.4405,0.367,29.5796,18.7601,-151.5152,-407426900,-0.8410334182,Down,NoReversal,Down,Down,Reversal,0.0041714851,Down
2002-04-05,113.6299972534,112.1800003052,113.1900024414,112.6900024414,19404900,81.0157165527,113.2545359826,114.217090102,112.1722,115.185,118.1978,-0.1908,-0.4462,0.2555,22.978,18.7101,-130.912,-407426900,-0.9625541193,Down,NoReversal,Down,,Reversal,-0.0001775159,Down
2002-04-08,113.0299987793,111.2300033569,111.3199996948,112.9300003052,16470100,81.1882247925,113.1463574235,114.0945101213,111.9313,114.98,118.0287,-0.2646,-0.416,0.1515,20.9197,25.289,-140.2299,-390951600,-0.9481526978,Down,NoReversal,Down,Up,Reversal,-0.0021251914,Down
2002-04-09,113.1800003052,111.9300003052,113.1800003052,112.1399993896,15122700,80.6202926636,112.8109047455,113.9083662421,111.6093,114.725,117.8407,-0.3832,-0.4277,0.0445,24.8862,30.6594,-124.3338,-406074300,-1.0974614966,Down,NoReversal,Down,Down,Reversal,0.0070447737,Down
2002-04-10,113.5400009155,112.0899963379,112.0999984741,113.4100036621,17199300,81.5333328247,113.0106043844,113.8609031392,111.5873,114.535,117.4827,-0.3681,-0.3301,-0.038,37.1388,55.4678,-85.0473,-388869800,-0.8502987549,Down,NoReversal,Down,Up,NoReversal,-0.0111983443,Down
2002-04-11,113.0500030518,110.5,112.8899993896,110.5899963379,25453700,79.5059356689,112.2037350356,113.5493882058,110.9386,114.265,117.5914,-0.5754,-0.4299,-0.1455,42.586,41.6308,-152,-414343400,-1.3456531702,Down,NoReversal,Down,Down,Reversal,0.0254996602,Down
2002-04-12,111.6500015259,110.0400009155,111.0199966431,111.4199981689,14950600,80.102645874,111.9424894133,113.3465891546,110.5803,114.04,117.4997,-0.6674,-0.4176,-0.2499,47.3543,44.9642,-147.8534,-399392800,-1.4040997413,Down,NoReversal,Down,Up,Reversal,-0.0074493075,Down
2002-04-15,111.8600006104,110.1999969482,111.6200027466,110.5699996948,17394900,79.4915924072,111.4849928405,113.0821520632,110.1925,113.735,117.2775,-0.7957,-0.4367,-0.359,35.5726,20.1229,-134.2539,-416796400,-1.5971592227,Down,NoReversal,Down,Down,Reversal,0.007687424,Down
2002-04-16,113.3199996948,111.6699981689,111.6999969482,113.1999969482,15040900,81.3823394775,112.0566608764,113.0933753856,110.285,113.56,116.835,-0.6798,-0.2566,-0.4232,38.2036,49.5238,-43.3498,-401698000,-1.0367145092,Down,NoReversal,Down,Up,NoReversal,-0.0232331919,Down
2002-04-17,113.6699981689,112.5999984741,113.3899993896,112.9599990845,12920100,81.209777832,112.3577736124,113.0806728807,110.5998,113.335,116.0702,-0.5972,-0.1392,-0.458,44.2881,63.2175,-17.1621,-414626600,-0.7228992683,Down,NoReversal,Down,Down,NoReversal,0.002124627,Down
2002-04-18,113.4599990845,111.1500015259,112.9000015259,112.4700012207,25204800,80.8575363159,112.3951828152,113.022513675,110.5824,113.2,115.8176,-0.5655,-0.086,-0.4795,64.2557,80.0257,-51.9413,-440146400,-0.6273308598,Down,NoReversal,Reversal,Down,NoReversal,0.0043566983,Reversal
2002-04-19,113.2399978638,112.5599975586,113.1999969482,112.8799972534,10499200,81.1522827148,112.5567876279,113.0089406825,110.6448,113.08,115.5152,-0.5024,-0.0183,-0.4841,72.8357,75.2638,-15.7642,-429543900,-0.4521530546,Down,NoReversal,Reversal,Up,NoReversal,-0.0036321407,Reversal
2002-04-22,112.4300003052,110.8399963379,112.3799972534,111,13922900,79.8007125854,112.0378584186,112.8176129984,110.4513,112.88,115.3087,-0.5987,-0.0917,-0.507,68.6084,50.5357,-111.5134,-443466800,-0.7797545798,Down,NoReversal,Reversal,Down,Reversal,0.0169369122,Reversal
2002-04-23,111.4800033569,110.1699981689,111.0899963379,110.5199966431,16967000,79.4556427002,111.5319044934,112.5987923932,110.1113,112.725,115.3387,-0.7073,-0.1602,-0.5471,52.2233,30.8703,-141.7971,-460433800,-1.0668878997,Down,NoReversal,Down,Down,Reversal,0.0043431358,Down
2002-04-24,111.8099975586,109.4000015259,110.5599975586,109.4100036621,18902700,78.6576461792,110.8246042163,112.2950982283,109.5979,112.48,115.3621,-0.8721,-0.26,-0.6121,28.854,5.156,-153.5635,-479328700,-1.470494012,Down,NoReversal,Down,Down,Reversal,0.0101452604,Down
2002-04-25,109.7399978638,108.7200012207,109.2099990845,109.4700012207,25451500,78.7007827759,110.3730698845,112.0260413704,109.2378,112.225,115.2122,-0.9832,-0.2969,-0.6863,14.9364,8.7831,-179.1134,-453882300,-1.652971486,Down,Reversal,Down,Up,Reversal,-0.0005480731,Down
2002-04-26,110.0100021362,107.2900009155,109.7900009155,107.3899993896,19769800,77.2053909302,109.3787130528,111.5845135627,108.4001,111.87,115.3399,-1.2266,-0.4323,-0.7944,6.8395,6.5795,-197.9718,-473652300,-2.2058005099,Down,Reversal,Down,Down,Reversal,0.0193686735,Down
2002-04-29,108.2600021362,106.6299972534,107.9300003052,106.8600006104,17724400,76.8243560791,108.5391422387,111.1345599482,107.6253,111.485,115.3447,-1.4432,-0.5191,-0.9241,7.9551,8.5026,-205.7769,-491371700,-2.5954177095,Down,Reversal,Down,Down,Reversal,0.004959749,Down
2002-04-30,108.6399993896,106.6399993896,107.0199966431,107.8600006104,19473500,77.5432891846,108.3127616959,110.8226971542,107.1924,111.185,115.1776,-1.5167,-0.4741,-1.0426,8.664,10.91,-159.9852,-471924000,-2.5099354582,Down,Reversal,Down,Up,Reversal,-0.0092712775,Down
2002-05-01,109.25,106.8000030518,107.9700012207,109.1800003052,24575600,78.4922866821,108.6018412324,110.6662498352,107.0096,110.99,114.9704,-1.4533,-0.3285,-1.1248,18.3864,35.7466,-111.3589,-447350900,-2.0644086029,Down,NoReversal,Down,Up,Reversal,-0.0120901236,Down
2002-05-02,109.9100036621,107.7799987793,109.0999984741,108.7600021362,15666800,78.190322876,108.6545615336,110.4847024353,106.7868,110.795,114.8032,-1.419,-0.2354,-1.1836,34.0163,55.3922,-83.5052,-463213700,-1.8301409017,Down,NoReversal,Down,Down,NoReversal,0.003861697,Down
2002-05-03,108.7600021362,107.1999969482,108.5999984741,107.5800018311,18185500,77.3419952393,108.2963749661,110.2080642825,106.4022,110.54,114.6778,-1.4716,-0.2304,-1.2412,49.4329,57.1598,-107.2872,-481393600,-1.9116893164,Down,NoReversal,Down,Down,Reversal,0.0109685842,Down
2002-05-06,107.9899978638,105.3099975586,107.6399993896,105.4700012207,23630400,75.8250656128,107.3542503843,109.7568201814,105.6378,110.17,114.7022,-1.6636,-0.3379,-1.3257,48.557,33.1189,-144.3938,-505018300,-2.4025697971,Down,NoReversal,Down,Down,Reversal,0.0200056944,Down
2002-05-07,106.3199996948,104.9000015259,106.0999984741,105.0999984741,21910000,75.5590667725,106.6028330809,109.3133133521,104.8757,109.82,114.7643,-1.827,-0.401,-1.426,34.3875,12.8836,-148.7205,-526609900,-2.7104802712,Down,NoReversal,Down,Down,Reversal,0.0035204829,Down
